,validation_loss,validation_accuracy,validation_avg_macro_accuracy,validation_avg_micro_accuracy,epoch,step,train_loss,train_accuracy,train_avg_macro_accuracy,train_avg_micro_accuracy,training_time,arch_num
0,1.3764996528625488,0.4344794452190399,0.4344794452190399,0.5937811136245728,107,148715,0.4935353398323059,0.6542813777923584,0.6542813777923584,0.8352829813957214,117.5514678955078,589
1,1.405953288078308,0.4160639643669128,0.4160639643669128,0.5738806128501892,107,148715,0.5364772081375122,0.636425793170929,0.636425793170929,0.8236417770385742,76.3858642578125,349
2,1.3764575719833374,0.368020623922348,0.368020623922348,0.5834577083587646,107,148715,0.8239656686782837,0.4868626296520233,0.4868626296520233,0.7377088665962219,85.36344909667969,109
3,1.311908721923828,0.410116970539093,0.410116970539093,0.5933250188827515,107,148715,0.616671621799469,0.6008646488189697,0.6008646488189697,0.7998853325843811,68.46842956542969,176
4,1.612903118133545,0.415842592716217,0.415842592716217,0.5677446126937866,107,148715,0.4143118858337402,0.6895188689231873,0.6895188689231873,0.8595672845840454,77.69141387939453,635
5,1.324412226676941,0.4102931916713714,0.4102931916713714,0.592495858669281,107,148715,0.6362630128860474,0.5948159694671631,0.5948159694671631,0.7974730730056763,100.06210327148438,462
6,1.443597435951233,0.4403747320175171,0.4403747320175171,0.5874378085136414,107,148715,0.4151883721351623,0.68539959192276,0.68539959192276,0.8602511882781982,100.01986694335938,222
7,1.3962942361831665,0.4058537781238556,0.4058537781238556,0.5782338380813599,107,148715,0.5877808928489685,0.6156639456748962,0.6156639456748962,0.8061174750328064,63.57918548583984,1007
8,1.3827415704727173,0.4191680252552032,0.4191680252552032,0.5855721235275269,107,148715,0.5065953135490417,0.6429320573806763,0.6429320573806763,0.8351978659629822,116.923095703125,71
9,1.3571747541427612,0.4345980882644653,0.4345980882644653,0.601948618888855,107,148715,0.5528470873832703,0.6218764185905457,0.6218764185905457,0.8177246451377869,84.90631866455078,749
10,1.3257622718811035,0.4308754503726959,0.4308754503726959,0.5999170541763306,107,148715,0.5452841520309448,0.6301248669624329,0.6301248669624329,0.8206222057342529,72.27764892578125,509
11,1.3240782022476196,0.4415032267570495,0.4415032267570495,0.6038971543312073,107,148715,0.5390443205833435,0.6350182294845581,0.6350182294845581,0.8209684491157532,70.96751403808594,576
12,1.565589427947998,0.4221913814544678,0.4221913814544678,0.5707711577415466,107,148715,0.37577685713768,0.7016733288764954,0.7016733288764954,0.8724628686904907,110.66336059570312,163
13,1.273808479309082,0.4278004467487335,0.4278004467487335,0.594485878944397,107,148715,0.5507421493530273,0.6292251348495483,0.6292251348495483,0.8189250826835632,65.4550552368164,622
14,1.3952863216400146,0.3521529734134674,0.3521529734134674,0.5577529072761536,107,148715,0.8897294402122498,0.4654523134231567,0.4654523134231567,0.7182462811470032,75.01641845703125,1083
15,1.3032748699188232,0.419462651014328,0.419462651014328,0.5881840586662292,107,148715,0.6036565899848938,0.6083543300628662,0.6083543300628662,0.8013128042221069,62.151397705078125,277
16,1.4100364446640017,0.4410180151462555,0.4410180151462555,0.5825455784797668,107,148715,0.3790297508239746,0.6990046501159668,0.6990046501159668,0.8719406723976135,92.90977478027344,736
17,1.3240901231765747,0.445822149515152,0.445822149515152,0.5980099439620972,107,148715,0.4474797248840332,0.6747840642929077,0.6747840642929077,0.8524837493896484,68.0755615234375,563
18,1.2737451791763306,0.3896363377571106,0.3896363377571106,0.5933250188827515,107,148715,0.7144112586975098,0.5439475774765015,0.5439475774765015,0.7702657580375671,80.78492736816406,323
